date,value,values1,trail
2016-09-11,628.82,648.82,b
2016-09-12,608.46,628.46,b
2016-09-13,611.19,631.19,b
2016-09-14,611.95,631.95,b
2016-09-15,611.09,631.09,b
2016-09-16,609.26,629.26,b
2016-09-17,607.86,627.86,b
2016-09-18,610.16,630.16,b
2016-09-19,610.93,630.93,b
2016-09-20,609.52,629.52,b
2016-09-21,603.59,623.59,b
2016-09-22,598.49,618.49,b
2016-09-23,603.21,623.21,b
2016-09-24,604.58,624.58,b
2016-09-25,603.38,623.38,b
2016-09-26,608.14,628.14,b
2016-09-27,608.25,628.25,b
2016-09-28,606.59,626.59,b
2016-09-29,606.82,626.82,b
2016-09-30,609.74,629.74,b
2016-10-01,615.24,635.24,b
2016-10-02,614.0,634.0,b
2016-10-03,612.57,632.57,b
2016-10-04,612.05,632.05,b
2016-10-05,613.81,633.81,b
2016-10-06,613.82,633.82,b
2016-10-07,617.91,637.91,b
2016-10-08,619.85,639.85,b
2016-10-09,619.2,639.2,b
2016-10-10,621.32,641.32,b
2016-10-11,642.08,662.08,b
2016-10-12,641.34,661.34,b
2016-10-13,638.83,658.83,b
2016-10-14,641.28,661.28,b
2016-10-15,642.1,662.1,b
2016-10-16,642.9,662.9,b
2016-10-17,642.33,662.33,b
2016-10-18,640.74,660.74,b
2016-10-19,638.87,658.87,b
2016-10-20,631.92,651.92,b
2016-10-21,634.09,654.09,b
2016-10-22,658.2,678.2,b
2016-10-23,661.13,681.13,b
2016-10-24,657.25,677.25,b
2016-10-25,664.42,684.42,b
2016-10-26,679.73,699.73,b
2016-10-27,688.59,708.59,b
2016-10-28,690.44,710.44,b
2016-10-29,720.4,740.4,b
2016-10-30,714.12,734.12,b
2016-10-31,709.29,729.29,b
2016-11-01,736.45,756.45,b
2016-11-02,740.83,760.83,b
2016-11-03,745.77,765.77,b
2016-11-04,706.93,726.93,b
2016-11-05,707.51,727.51,b
2016-11-06,714.26,734.26,b
2016-11-07,710.74,730.74,b
2016-11-08,712.99,732.99,b
2016-11-09,740.05,760.05,b
2016-11-10,723.02,743.02,b
2016-11-11,718.32,738.32,b
2016-11-12,717.15,737.15,b
2016-11-13,705.26,725.26,b
2016-11-14,706.28,726.28,b
2016-11-15,715.72,735.72,b
2016-11-16,747.62,767.62,b
2016-11-17,755.64,775.64,b
2016-11-18,752.88,772.88,b
2016-11-19,756.24,776.24,b
2016-11-20,755.48,775.48,b
2016-11-21,741.72,761.72,b
2016-11-22,753.87,773.87,b
2016-11-23,752.25,772.25,b
2016-11-24,746.83,766.83,b
2016-11-25,741.65,761.65,b
2016-11-26,742.21,762.21,b
2016-11-27,739.02,759.02,b
2016-11-28,738.01,758.01,b
2016-11-29,737.47,757.47,b
2016-11-30,747.93,767.93,b
2016-12-01,758.27,778.27,b
2016-12-02,781.3,801.3,b
2016-12-03,778.25,798.25,b
2016-12-04,773.87,793.87,b
2016-12-05,773.47,793.47,b
2016-12-06,765.62,785.62,b
2016-12-07,771.54,791.54,b
2016-12-08,774.7,794.7,b
2016-12-09,774.53,794.53,b
2016-12-10,777.09,797.09,b
2016-12-11,774.8,794.8,b
2016-12-12,781.92,801.92,b
2016-12-13,788.46,808.46,b
2016-12-14,782.03,802.03,b
2016-12-15,781.43,801.43,b
2016-12-16,785.03,805.03,b
2016-12-17,792.51,812.51,b
2016-12-18,794.74,814.74,b
2016-12-19,793.61,813.61,b
2016-12-20,801.34,821.34,b
2016-12-21,834.28,854.28,b
2016-12-22,875.78,895.78,b
2016-12-23,925.12,945.12,b
2016-12-24,923.48,943.48,b
2016-12-25,899.65,919.65,b
2016-12-26,913.18,933.18,b
2016-12-27,940.05,960.05,b
2016-12-28,975.92,995.92,b
2016-12-29,979.4,999.4,b
2016-12-30,972.53,992.53,b
2016-12-31,963.74,983.74,b
2017-01-01,1003.08,1023.08,b
2017-01-02,1031.39,1051.39,b
2017-01-03,1044.08,1064.08,b
2017-01-04,1159.42,1179.42,b
2017-01-05,1191.1,1211.1,b
2017-01-06,1046.81,1066.81,b
2017-01-07,908.59,928.59,b
2017-01-08,942.72,962.72,b
2017-01-09,913.69,933.69,b
2017-01-10,914.87,934.87,b
2017-01-11,919.45,939.45,b
2017-01-12,826.25,846.25,b
2017-01-13,829.0,849.0,b
2017-01-14,835.09,855.09,b
2017-01-15,823.31,843.31,b
2017-01-16,834.53,854.53,b
2017-01-17,910.56,930.56,b
2017-01-18,917.5,937.5,b
2017-01-19,904.61,924.61,b
2017-01-20,899.4,919.4,b
2017-01-21,927.37,947.37,b
2017-01-22,937.52,957.52,b
2017-01-23,928.27,948.27,b
2017-01-24,924.14,944.14,b
2017-01-25,903.25,923.25,b
2017-01-26,919.33,939.33,b
2017-01-27,923.22,943.22,b
2017-01-28,923.91,943.91,b
2017-01-29,923.42,943.42,b
2017-01-30,923.05,943.05,b
2017-01-31,972.02,992.02,b
2017-02-01,989.11,1009.11,b
2017-02-02,1013.52,1033.52,b
2017-02-03,1033.87,1053.87,b
2017-02-04,1045.9,1065.9,b
2017-02-05,1043.63,1063.63,b
2017-02-06,1044.64,1064.64,b
2017-02-07,1061.93,1081.93,b
2017-02-08,1078.97,1098.97,b
2017-02-09,1088.99,1108.99,b
2017-02-10,998.9,1018.9,b
2017-02-11,1009.29,1029.29,b
2017-02-12,1004.76,1024.76,b
2017-02-13,1002.1,1022.1,b
2017-02-14,1011.51,1031.51,b
2017-02-15,1008.84,1028.8400000000001,b
2017-02-16,1033.37,1053.37,b
2017-02-17,1053.17,1073.17,b
2017-02-18,1061.1,1081.1,b
2017-02-19,1056.81,1076.81,b
2017-02-20,1080.49,1100.49,b
2017-02-21,1117.25,1137.25,b
2017-02-22,1125.39,1145.39,b
2017-02-23,1176.62,1196.62,b
2017-02-24,1200.39,1220.39,b
2017-02-25,1174.85,1194.85,b
2017-02-26,1167.47,1187.47,b
2017-02-27,1181.98,1201.98,b
2017-02-28,1193.25,1213.25,b
2017-03-01,1222.5,1242.5,b
2017-03-02,1262.13,1282.13,b
2017-03-03,1280.31,1300.31,b
2017-03-04,1279.4,1299.4,b
2017-03-05,1267.29,1287.29,b
2017-03-06,1276.0,1296.0,b
2017-03-07,1275.55,1295.55,b
2017-03-08,1232.16,1252.16,b
2017-03-09,1197.46,1217.46,b
2017-03-10,1270.47,1290.47,b
2017-03-11,1193.83,1213.83,b
2017-03-12,1226.98,1246.98,b
2017-03-13,1237.37,1257.37,b
2017-03-14,1244.81,1264.81,b
2017-03-15,1251.61,1271.61,b
2017-03-16,1257.98,1277.98,b
2017-03-17,1180.16,1200.16,b
2017-03-18,1114.07,1134.07,b
2017-03-19,1069.91,1089.91,b
2017-03-20,1063.03,1083.03,b
2017-03-21,1122.43,1142.43,b
2017-03-22,1120.65,1140.65,b
2017-03-23,1058.01,1078.01,b
2017-03-24,1040.47,1060.47,b
2017-03-25,975.76,995.76,b
2017-03-26,1007.96,1027.96,b
2017-03-27,1046.4,1066.4,b
2017-03-28,1064.65,1084.65,b
2017-03-29,1055.13,1075.13,b
2017-03-30,1049.29,1069.29,b
2017-03-31,1074.92,1094.92,b
2017-04-01,1091.72,1111.72,b
2017-04-02,1107.59,1127.59,b
2017-04-03,1151.74,1171.74,b
2017-04-04,1156.44,1176.44,b
2017-04-05,1135.09,1155.09,b
2017-04-06,1188.37,1208.37,b
2017-04-07,1186.58,1206.58,b
2017-04-08,1184.98,1204.98,b
2017-04-09,1197.21,1217.21,b
2017-04-10,1190.34,1210.34,b
2017-04-11,1208.07,1228.07,b
2017-04-12,1207.14,1227.14,b
2017-04-13,1205.89,1225.89,b
2017-04-14,1190.8,1210.8,b
2017-04-15,1188.0,1208.0,b
2017-04-16,1187.22,1207.22,b
2017-04-17,1194.9,1214.9,b
2017-04-18,1217.57,1237.57,b
2017-04-19,1215.51,1235.51,b
2017-04-20,1240.79,1260.79,b
2017-04-21,1235.94,1255.94,b
2017-04-22,1235.56,1255.56,b
2017-04-23,1232.2,1252.2,b
2017-04-24,1250.94,1270.94,b
2017-04-25,1267.58,1287.58,b
2017-04-26,1294.83,1314.83,b
2017-04-27,1319.7,1339.7,b
2017-04-28,1331.28,1351.28,b
2017-04-29,1327.2,1347.2,b
2017-04-30,1347.91,1367.91,b
2017-05-01,1434.32,1454.32,b
2017-05-02,1473.9,1493.9,b
2017-05-03,1492.77,1512.77,b
2017-05-04,1608.91,1628.91,b
2017-05-05,1618.03,1638.03,b
2017-05-06,1578.8,1598.8,b
2017-05-07,1596.72,1616.72,b
2017-05-08,1723.35,1743.35,b
2017-05-09,1833.49,1853.49,a
2017-05-10,1788.44,1808.44,b
2017-05-11,1873.93,1893.93,a
2017-05-12,1856.15,1876.15,a
2017-05-13,1812.99,1832.99,a
2017-05-14,1831.42,1851.42,a
2017-05-15,1812.8,1832.8,a
2017-05-16,1785.94,1805.94,b
2017-05-17,1864.05,1884.05,a
2017-05-18,1904.48,1924.48,a
2017-05-19,2004.52,2024.52,a
2017-05-20,2084.73,2104.73,a
2017-05-21,2119.08,2139.08,a
2017-05-22,2303.9,2323.9,a
2017-05-23,2320.82,2340.82,a
2017-05-24,2523.72,2543.72,a
2017-05-25,2763.71,2783.71,a
2017-05-26,2573.79,2593.79,a
2017-05-27,2260.2,2280.2,a
2017-05-28,2267.34,2287.34,a
2017-05-29,2307.05,2327.05,a
2017-05-30,2301.96,2321.96,a
2017-05-31,2311.08,2331.08,a
2017-06-01,2448.39,2468.39,a
2017-06-02,2488.55,2508.55,a
2017-06-03,2581.91,2601.91,a
2017-06-04,2585.89,2605.89,a
2017-06-05,2686.81,2706.81,a
2017-06-06,2999.91,3019.91,a
2017-06-07,2869.38,2889.38,a
2017-06-08,2815.3,2835.3,a
2017-06-09,2901.71,2921.71,a
2017-06-10,2950.99,2970.99,a
2017-06-11,2996.6,3016.6,a
2017-06-12,2997.26,3017.26,a
2017-06-13,2789.04,2809.04,a
2017-06-14,2786.83,2806.83,a
2017-06-15,2534.71,2554.71,a
2017-06-16,2539.92,2559.92,a
2017-06-17,2685.19,2705.19,a
2017-06-18,2662.1,2682.1,a
2017-06-19,2662.85,2682.85,a
2017-06-20,2763.45,2783.45,a
2017-06-21,2772.01,2792.01,a
2017-06-22,2723.74,2743.74,a
2017-06-23,2765.17,2785.17,a
2017-06-24,2757.94,2777.94,a
2017-06-25,2682.26,2702.26,a
2017-06-26,2615.25,2635.25,a
2017-06-27,2552.45,2572.45,a
2017-06-28,2603.98,2623.98,a
2017-06-29,2588.83,2608.83,a
2017-06-30,2559.25,2579.25,a
2017-07-01,2515.27,2535.27,a
2017-07-02,2514.28,2534.28,a
2017-07-03,2595.0,2615.0,a
2017-07-04,2631.59,2651.59,a
2017-07-05,2622.65,2642.65,a
2017-07-06,2616.72,2636.72,a
2017-07-07,2916.14,2936.14,a
2017-07-08,2571.34,2591.34,a
2017-07-09,2635.49,2655.49,a
2017-07-10,2537.16,2557.16,a
2017-07-11,2413.47,2433.47,a
2017-07-12,2423.71,2443.71,a
2017-07-13,2425.22,2445.22,a
2017-07-14,2363.25,2383.25,a
2017-07-15,2231.14,2251.14,a
2017-07-16,2058.77,2078.77,a
2017-07-17,2230.49,2250.49,a
2017-07-18,2387.61,2407.61,a
2017-07-19,2397.17,2417.17,a
2017-07-20,2900.7,2920.7,a
2017-07-21,2838.41,2858.41,a
2017-07-22,2862.42,2882.42,a
2017-07-23,2832.18,2852.18,a
2017-07-24,2777.26,2797.26,a
2017-07-25,2768.08,2788.08,a
2017-07-26,2610.76,2630.76,a
2017-07-27,2693.32,2713.32,a
2017-07-28,2897.45,2917.45,a
2017-07-29,2808.76,2828.76,a
2017-07-30,2758.53,2778.53,a
2017-07-31,2889.62,2909.62,a
2017-08-01,2921.35,2941.35,a
2017-08-02,2762.53,2782.53,a
2017-08-03,2813.31,2833.31,a
2017-08-04,2899.33,2919.33,a
2017-08-05,3290.01,3310.01,a
2017-08-06,3293.29,3313.29,a
2017-08-07,3397.68,3417.68,a
2017-08-08,3484.85,3504.85,a
2017-08-09,3422.76,3442.76,a
2017-08-10,3453.45,3473.45,a
2017-08-11,3679.72,3699.72,a
2017-08-12,3949.92,3969.92,a
2017-08-13,4208.39,4228.39,a
2017-08-14,4325.13,4345.13,a
2017-08-15,4455.97,4475.97,a
2017-08-16,4381.23,4401.23,a
2017-08-17,4484.7,4504.7,a
2017-08-18,4370.13,4390.13,a
2017-08-19,4243.26,4263.26,a
2017-08-20,4196.29,4216.29,a
2017-08-21,4109.14,4129.14,a
2017-08-22,4128.76,4148.76,a
2017-08-23,4255.78,4275.78,a
2017-08-24,4376.39,4396.39,a
2017-08-25,4455.7,4475.7,a
2017-08-26,4379.28,4399.28,a
2017-08-27,4416.59,4436.59,a
2017-08-28,4403.93,4423.93,a
2017-08-29,4625.68,4645.68,a
2017-08-30,4626.52,4646.52,a
2017-08-31,4736.05,4756.05,a
2017-09-01,4892.01,4912.01,a
2017-09-02,4975.04,4995.04,a
2017-09-03,4714.08,4734.08,a
2017-09-04,4591.63,4611.63,a
2017-09-05,4427.84,4447.84,a
2017-09-06,4617.25,4637.25,a
2017-09-07,4655.04,4675.04,a
2017-09-08,4661.0,4681.0,a
2017-09-09,4308.82,4328.82,a
2017-09-10,4245.44,4265.44,a
2017-09-11,4261.67,4281.67,a
2017-09-12,4344.65,4364.65,a
2017-09-13,4131.98,4151.98,a
2017-09-14,3920.6,3940.6,a
2017-09-15,3733.45,3753.45,a
2017-09-16,3808.84,3828.84,a
2017-09-17,3664.81,3684.81,a
2017-09-18,4079.23,4099.23,a
2017-09-19,4094.07,4114.07,a
2017-09-20,4031.39,4051.39,a
2017-09-21,3916.42,3936.42,a
2017-09-22,3758.27,3778.27,a
2017-09-23,3819.21,3839.21,a
2017-09-24,3796.15,3816.15,a
2017-09-25,3950.25,3970.25,a
2017-09-26,3969.89,3989.89,a
2017-09-27,4210.05,4230.05,a
2017-09-28,4279.31,4299.31,a
2017-09-29,4214.63,4234.63,a
2017-09-30,4358.43,4378.43,a
2017-10-01,4403.74,4423.74,a
2017-10-02,4470.23,4490.23,a
2017-10-03,4432.47,4452.47,a
2017-10-04,4352.31,4372.31,a
2017-10-05,4362.64,4382.64,a
2017-10-06,4413.27,4433.27,a
2017-10-07,4443.88,4463.88,a
2017-10-08,4624.14,4644.14,a
2017-10-09,4878.71,4898.71,a
2017-10-10,4922.17,4942.17,a
2017-10-11,4873.73,4893.73,a
2017-10-12,5446.91,5466.91,a
2017-10-13,5840.3,5860.3,a
2017-10-14,5837.7,5857.7,a
2017-10-15,5852.48,5872.48,a
2017-10-16,5776.23,5796.23,a
2017-10-17,5800.35,5820.35,a
2017-10-18,5603.82,5623.82,a
2017-10-19,5744.35,5764.35,a
2017-10-20,6060.11,6080.11,a
2017-10-21,6194.88,6214.88,a
2017-10-22,6076.26,6096.26,a
2017-10-23,6075.59,6095.59,a
2017-10-24,5935.52,5955.52,a
2017-10-25,5754.33,5774.33,a
2017-10-26,5976.8,5996.8,a
2017-10-27,5988.39,6008.39,a
2017-10-28,5876.72,5896.72,a
2017-10-29,6255.71,6275.71,a
2017-10-30,6214.99,6234.99,a
2017-10-31,6470.43,6490.43,a
2017-11-01,6767.31,6787.31,a
2017-11-02,7367.33,7387.33,a
2017-11-03,7461.29,7481.29,a
2017-11-04,7492.86,7512.86,a
2017-11-05,7617.48,7637.48,a
2017-11-06,7445.77,7465.77,a
2017-11-07,7253.32,7273.32,a
2017-11-08,7776.42,7796.42,a
2017-11-09,7446.83,7466.83,a
2017-11-10,7312.0,7332.0,a
2017-11-11,6873.15,6893.15,a
2017-11-12,6625.05,6645.05,a
2017-11-13,6811.19,6831.19,a
2017-11-14,6764.98,6784.98,a
2017-11-15,7342.25,7362.25,a
2017-11-16,7967.38,7987.38,a
2017-11-17,8004.59,8024.59,a
2017-11-18,7884.99,7904.99,a
2017-11-19,8101.91,8121.91,a
2017-11-20,8336.86,8356.86,a
2017-11-21,8348.66,8368.66,a
2017-11-22,8302.26,8322.26,a
2017-11-23,8267.4,8287.4,a
2017-11-24,8374.16,8394.16,a
2017-11-25,8790.92,8810.92,a
2017-11-26,9522.93,9542.93,a
2017-11-27,9818.35,9838.35,a
2017-11-28,10125.7,10145.7,a
2017-11-29,11517.4,11537.4,a
2017-11-30,10801.0,10821.0,a
2017-12-01,11046.7,11066.7,a
2017-12-02,11320.2,11340.2,a
2017-12-03,11858.7,11878.7,a
2017-12-04,11657.2,11677.2,a
2017-12-05,12032.0,12052.0,a
2017-12-06,14369.1,14389.1,a
2017-12-07,17899.7,17919.7,a
2017-12-08,18353.4,18373.4,a
2017-12-09,16783.0,16803.0,a
2017-12-10,15850.6,15870.6,a
2017-12-11,17513.9,17533.9,a
2017-12-12,17781.8,17801.8,a
2017-12-13,17653.1,17673.1,a
2017-12-14,17085.8,17105.8,a
2017-12-15,18154.1,18174.1,a
2017-12-16,19716.7,19736.7,a
2017-12-17,20089.0,20109.0,a
2017-12-18,19371.0,19391.0,a
2017-12-19,19177.8,19197.8,a
2017-12-20,17934.7,17954.7,a
2017-12-21,17567.7,17587.7,a
2017-12-22,15943.4,15963.4,a
2017-12-23,15603.2,15623.2,a
2017-12-24,14626.0,14646.0,a
2017-12-25,14593.0,14613.0,a
2017-12-26,16461.2,16481.2,a
2017-12-27,16930.9,16950.9,a
2017-12-28,15888.4,15908.4,a
2017-12-29,15279.0,15299.0,a
2017-12-30,14681.9,14701.9,a
2017-12-31,14377.4,14397.4,a
2018-01-01,14112.2,14132.2,a
2018-01-02,15444.6,15464.6,a
2018-01-03,15572.8,15592.8,a
2018-01-04,15739.7,15759.7,a
2018-01-05,17705.2,17725.2,a
2018-01-06,17712.4,17732.4,a
2018-01-07,17579.6,17599.6,a
2018-01-08,16537.9,16557.9,a
2018-01-09,15497.5,15517.5,a
2018-01-10,14973.3,14993.3,a
2018-01-11,15018.8,15038.8,a
2018-01-12,14229.9,14249.9,a
2018-01-13,14659.5,14679.5,a
2018-01-14,14511.8,14531.8,a
2018-01-15,14445.5,14465.5,a
2018-01-16,13843.1,13863.1,a
2018-01-17,11678.0,11698.0,a
2018-01-18,12107.3,12127.3,a
2018-01-19,11992.8,12012.8,a
2018-01-20,13103.0,13123.0,a
2018-01-21,12895.9,12915.9,a
2018-01-22,11966.4,11986.4,a
2018-01-23,11377.6,11397.6,a
2018-01-24,11501.4,11521.4,a
2018-01-25,11785.7,11805.7,a
2018-01-26,11656.7,11676.7,a
2018-01-27,11614.9,11634.9,a
2018-01-28,12040.3,12060.3,a
2018-01-29,11875.6,11895.6,a
2018-01-30,11307.2,11327.2,a
2018-01-31,10381.6,10401.6,a
2018-02-01,10288.8,10308.8,a
2018-02-02,9142.28,9162.28,a
2018-02-03,9430.75,9450.75,a
2018-02-04,9334.87,9354.87,a
2018-02-05,8364.84,8384.84,a
2018-02-06,7850.7,7870.7,a
2018-02-07,8509.11,8529.11,a
2018-02-08,8558.77,8578.77,a
2018-02-09,8736.98,8756.98,a
2018-02-10,9122.55,9142.55,a
2018-02-11,8616.13,8636.13,a
2018-02-12,8985.92,9005.92,a
2018-02-13,8958.47,8978.47,a
2018-02-14,9518.54,9538.54,a
2018-02-15,10234.8,10254.8,a
2018-02-16,10324.1,10344.1,a
2018-02-17,11139.5,11159.5,a
2018-02-18,11349.8,11369.8,a
2018-02-19,11273.8,11293.8,a
2018-02-20,11958.5,11978.5,a
2018-02-21,11418.5,11438.5,a
2018-02-22,11039.1,11059.1,a
2018-02-23,10487.3,10507.3,a
2018-02-24,10597.2,10617.2,a
2018-02-25,9923.22,9943.22,a
2018-02-26,10475.0,10495.0,a
2018-02-27,10878.5,10898.5,a
2018-02-28,11089.8,11109.8,a
2018-03-01,11052.3,11072.3,a
2018-03-02,11189.0,11209.0,a
2018-03-03,11528.2,11548.2,a
2018-03-04,11512.6,11532.6,a
2018-03-05,11704.1,11724.1,a
2018-03-06,11500.1,11520.1,a
2018-03-07,10929.5,10949.5,a
2018-03-08,10147.4,10167.4,a
2018-03-09,9466.35,9486.35,a
2018-03-10,9531.32,9551.32,a
2018-03-11,9711.89,9731.89,a
2018-03-12,9937.5,9957.5,a
2018-03-13,9470.38,9490.38,a
2018-03-14,9355.85,9375.85,a
2018-03-15,8428.35,8448.35,a
2018-03-16,8585.15,8605.15,a
2018-03-17,8346.53,8366.53,a
2018-03-18,8245.51,8265.51,a
2018-03-19,8675.87,8695.87,a
2018-03-20,9051.02,9071.02,a
2018-03-21,9177.37,9197.37,a
2018-03-22,9100.71,9120.71,a
2018-03-23,8879.62,8899.62,a
2018-03-24,8996.18,9016.18,a
2018-03-25,8682.01,8702.01,a
2018-03-26,8530.08,8550.08,a
2018-03-27,8232.78,8252.78,a
2018-03-28,8122.89,8142.89,a
2018-03-29,7994.33,8014.33,a
2018-03-30,7276.66,7296.66,a
2018-03-31,7207.85,7227.85,a
2018-04-01,7060.95,7080.95,a
2018-04-02,7135.47,7155.47,a
2018-04-03,7530.94,7550.94,a
2018-04-04,7469.88,7489.88,a
2018-04-05,6933.82,6953.82,a
2018-04-06,6857.49,6877.49,a
2018-04-07,7050.54,7070.54,a
2018-04-08,7111.56,7131.56,a
2018-04-09,7178.11,7198.11,a
2018-04-10,6872.41,6892.41,a
2018-04-11,6968.32,6988.32,a
2018-04-12,7899.23,7919.23,a
2018-04-13,8183.96,8203.96,a
2018-04-14,8140.71,8160.71,a
2018-04-15,8338.42,8358.42,a
2018-04-16,8371.15,8391.15,a
2018-04-17,8285.96,8305.96,a
2018-04-18,8197.8,8217.8,a
2018-04-19,8298.69,8318.69,a
2018-04-20,8880.23,8900.23,a
2018-04-21,8997.57,9017.57,a
2018-04-22,9001.64,9021.64,a
2018-04-23,8958.55,8978.55,a
